Type	|V|   	|E|   	dmax   	davg   	r   	|T|   	Tavg   	Tmax   	κavg   	κ   	K   	ωheu   	Size	Download
dimacs10	17M	50M	26	5	-0.15	101M	6	26	0.43	0.38	5	4	134 MB	    Download
dimacs10	37K	184K	1K	5.01	-	-	-	-	-	-	-	-	731 KB	    Download
dimacs10	11K	33K	12	5	-0.07	65K	5	12	0.42	0.39	5	4	92 KB	    Download
dimacs10	45K	164K	28	7	0.02	466K	10	48	0.48	0.40	7	6	383 KB	    Download
dimacs10	143K	410K	6	5	0.57	-	-	-	-	-	5	2	2 MB	    Download
dimacs10	16K	49K	6	5	0.00	98K	5	6	0.40	0.40	6	3	149 KB	    Download
dimacs10	78K	453K	39	11	-0.05	2M	27	111	0.51	0.38	8	5	1 MB	    Download
dimacs10	100K	662K	125	13	0.05	3M	33	369	0.43	0.38	9	5	2 MB	    Download
dimacs10	21M	32M	3	2	0.30	-	-	-	-	-	3	2	149 MB	    Download
dimacs10	5M	7M	3	2	0.29	-	-	-	-	-	3	2	27 MB	    Download
dimacs10	12M	18M	3	2	0.25	-	-	-	-	-	3	2	77 MB	    Download
dimacs10	16M	24M	3	2	0.26	-	-	-	-	-	3	2	107 MB	    Download
dimacs10	6M	9M	3	2	0.28	-	-	-	-	-	3	2	34 MB	    Download
dimacs10	7M	10M	3	2	0.29	-	-	-	-	-	3	2	44 MB	    Download
dimacs10	7M	11M	3	2	0.29	-	-	-	-	-	3	2	48 MB	    Download
dimacs10	12M	13M	9	2	0.34	24K	-	8	0.00	0.00	4	3	57 MB	    Download
dimacs10	1M	2M	10	2	0.10	7K	-	4	0.00	0.00	4	3	7 MB	    Download
dimacs10	51M	54M	13	2	0.18	185K	-	7	0.00	0.00	4	3	248 MB	    Download
dimacs10	12M	12M	13	2	0.07	40K	-	6	0.00	0.00	4	3	57 MB	    Download
dimacs10	8M	8M	8	2	0.03	33K	-	5	0.00	0.00	4	3	37 MB	    Download
dimacs10	7M	7M	9	2	0.25	22K	-	5	0.00	0.00	4	3	32 MB	    Download
dimacs10	115K	120K	6	2	0.10	204	-	1	0.00	0.00	3	3	536 KB	    Download
dimacs10	2M	2M	7	2	0.10	6K	-	4	0.00	0.00	4	3	10 MB	    Download
dimacs10	14M	17M	8	2	0.06	687K	-	8	0.02	0.02	4	3	79 MB	    Download
dimacs10	24M	29M	9	2	0.07	1M	-	8	0.02	0.03	4	3	113 MB	    Download
dimacs10	66K	2M	18K	74	-0.18	356M	5K	2M	0.26	0.11	433	136	8 MB	    Download
dimacs10	131K	5M	30K	78	-0.16	863M	7K	4M	0.22	0.09	552	155	17 MB	    Download
dimacs10	262K	11M	49K	80	-0.25	2B	8K	8M	0.19	0.07	696	178	36 MB	    Download
dimacs10	524K	22M	81K	83	-0.19	5B	9K	15M	0.16	0.06	936	206	77 MB	    Download
dimacs10	1M	45M	132K	85	-0.51	11B	11K	30M	0.13	0.05	1K	232	164 MB	    Download
dimacs10	2M	91M	214K	86	-0.30	26B	13K	59M	0.11	0.04	2K	259	350 MB	    Download
dimacs10	215K	2M	40	15	0.16	10M	48	125	0.42	0.40	10	7	5 MB	    Download
dimacs10	2M	17M	18	16	0.60	111M	51	60	0.41	0.40	10	4	42 MB	    Download
dimacs10	1K	19K	467	25	-0.20	459K	308	9K	0.31	0.25	44	19	50 KB	    Download
dimacs10	33K	160K	24	9	0.58	923K	28	154	0.59	0.59	13	10	428 KB	    Download
dimacs10	66K	342K	27	10	0.59	2M	32	202	0.59	0.59	14	14	942 KB	    Download
dimacs10	131K	729K	28	11	0.59	5M	36	216	0.59	0.59	15	10	2 MB	    Download
dimacs10	262K	2M	31	11	0.59	11M	40	282	0.59	0.59	16	15	4 MB	    Download
dimacs10	524K	3M	30	12	0.59	24M	45	264	0.59	0.59	18	15	10 MB	    Download
dimacs10	1M	7M	36	13	0.59	53M	50	388	0.59	0.59	18	14	21 MB	    Download
dimacs10	2M	14M	37	13	0.59	118M	56	385	0.59	0.59	19	9	46 MB	    Download
dimacs10	4M	30M	36	14	0.59	258M	61	425	0.59	0.59	20	18	100 MB	    Download
dimacs10	8M	64M	40	15	0.59	564M	67	505	0.59	0.59	21	15	215 MB	    Download
dimacs10	17M	133M	40	15	0.59	1B	73	496	0.59	0.59	21	21	467 MB	    Download
dimacs10	76K	509K	3K	13	-0.01	9M	120	79K	0.16	0.08	92	11	1 MB	    Download
dimacs10	60K	89K	3	2	0.16	-	-	-	-	-	3	2	352 KB	    Download
dimacs10	192K	609K	1K	6	0.02	1M	7	6K	0.16	0.06	33	16	2 MB	    Download
dimacs10	4M	8M	6	4	0.44	82K	-	2	0.00	0.00	4	3	25 MB	    Download
dimacs10	62K	122K	4	3	0.36	20K	-	2	0.06	0.06	4	3	529 KB	    Download
dimacs10	11K	75K	28	13	0.22	402K	36	81	0.42	0.40	9	6	257 KB	    Download
dynamic	403	70K	2K	348	0.41	26M	65K	1M	1.11	0.49	1K	11	219 KB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	3 MB	    Download
dynamic	52	516	43	19	0.03	8K	158	433	0.85	0.63	16	10	3 KB	    Download
dynamic	445	1K	34	6	0.23	7K	16	112	0.69	0.57	12	10	4 KB	    Download
dynamic	202	12K	397	117	0.29	2M	11K	43K	1.89	0.84	155	45	79 KB	    Download
dynamic	28K	5M	11K	327	0.15	3B	101K	10M	1.53	0.44	694	74	14 MB	    Download
dynamic	23K	3M	12K	233	0.02	934M	41K	5M	0.81	0.31	562	101	7 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	6 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	714 KB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	598 KB	    Download
dynamic	95	394K	27K	8K	0.26	4B	5B	172M	2.01	0.90	10K	106	1 MB	    Download
dynamic	219	1M	40K	12K	-	18B	8B	392M	1.60	0.88	16K	66	4 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	404 KB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	17 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	4 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	51 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	12 MB	    Download
dynamic	8K	162K	11K	38	0.05	25M	3K	3M	2.12	0.11	2K	16	6 MB	    Download
dynamic	2K	37K	6K	40	-0.15	25M	13K	2M	6.29	0.46	635	16	206 KB	    Download
dynamic	899	34K	2K	74	0.11	927K	1K	71K	0.16	0.09	172	6	197 KB	    Download
dynamic	2K	60K	2K	63	-0.01	2M	920	80K	0.31	0.09	198	93	363 KB	    Download
dynamic	64K	1M	2K	39	0.16	27M	418	55K	0.21	0.15	85	26	7 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	297 KB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	106 KB	    Download
dynamic	11K	416K	616	75	0.71	30M	3K	96K	1.06	0.53	414	14	1 MB	    Download
dynamic	113	21K	1K	368	0.32	8M	66K	392K	1.50	0.55	1K	318	61 KB	    Download
dynamic	30K	86K	298	5	0.02	15K	-	278	0.01	0.01	26	5	649 KB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	4 MB	    Download
dynamic	87K	1M	39K	26	-0.04	822M	9K	30M	1.07	0.26	2K	21	4 MB	    Download
dynamic	150	3K	20	3.72	-0.01	372	2.48	24	0.17	0.21	4	6	134 KB	    Download
dynamic	10K	51K	616	10	-0.06	23K	2	3K	0.01	0.01	42	4	272 KB	    Download
dynamic	42K	877K	877K	41	-	-	-	-	-	-	1K	2	7 MB	    Download
dynamic	25K	194K	33K	15	-0.25	3M	127	316K	0.30	0.00	18K	27	972 KB	    Download
dynamic	75	32K	4K	864	0.09	47M	626K	4M	3.65	0.75	1K	72	108 KB	    Download
dynamic	75	32K	4K	864	0.09	47M	626K	4M	3.65	0.75	1K	72	92 KB	    Download
dynamic	17K	96K	6K	11	-0.18	453K	27	55K	0.07	0.01	641	21	513 KB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	160 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	136 MB	    Download
dynamic	242	126K	3K	1K	0.35	123M	507K	2M	1.04	0.75	867	25	481 KB	    Download
dynamic	242	126K	3K	1K	0.35	123M	507K	2M	1.04	0.75	867	25	397 KB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	26 MB	    Download
dynamic	167	83K	9K	992	0.15	153M	917K	8M	4.51	0.68	3K	143	384 KB	    Download
dynamic	7K	51K	3K	15	-0.32	924K	135	97K	0.36	0.03	967	116	380 KB	    Download
dynamic	18K	61K	1K	6	-0.06	377K	20	15K	0.06	0.06	80	44	538 KB	    Download
dynamic	51K	140K	3K	5	-0.03	131K	2	10K	0.03	0.01	31	6	955 KB	    Download
dynamic	545K	1M	6K	4	-0.05	230K	-	12K	0.00	0.00	26	6	7 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	2 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	3 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	11 MB	    Download
dynamic	92	10K	1K	213	0.50	2M	19K	161K	1.04	0.46	738	111	29 KB	    Download
dynamic	100K	3M	2K	63	0.12	194M	2K	219K	0.34	0.36	366	19	22 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	2 MB	    Download
dynamic	113	112K	3K	2K	0.12	240M	213M	3M	1.24	0.98	1K	133	341 KB	    Download
dynamic	131	140K	3K	2K	0.14	326M	249M	4M	1.21	0.99	2K	159	435 KB	    Download
dynamic	160	241K	5K	3K	0.11	802M	501M	8M	1.28	0.99	2K	183	745 KB	    Download
dynamic	102	82K	3K	2K	0.16	148M	145M	2M	1.32	0.99	1K	104	245 KB	    Download
dynamic	152	194K	4K	3K	0.15	543M	357M	6M	1.23	0.99	2K	157	607 KB	    Download
dynamic	164	247K	5K	3K	0.09	812M	495M	7M	1.24	0.99	2K	181	782 KB	    Download
dynamic	41	308	30	15	0.05	2K	49	178	0.41	0.40	12	8	2 KB	    Download
dynamic	39	330	36	16	-0.12	3K	74	196	0.46	0.44	15	6	2 KB	    Download
dynamic	25	1K	177	107	0.14	161K	6K	10K	1.53	0.93	97	26	8 KB	    Download
dynamic	24	2K	280	166	0.08	366K	15K	26K	1.47	0.90	133	17	9 KB	    Download
dynamic	2K	5K	41	6	0.07	17K	10	127	0.55	0.29	9	4	20 KB	    Download
dynamic	1K	4K	59	6	0.23	18K	14	284	0.54	0.32	11	5	16 KB	    Download
dynamic	1K	4K	49	6	0.31	16K	12	310	0.51	0.37	13	6	14 KB	    Download
dynamic	1K	5K	39	6	0.08	14K	9	108	0.52	0.30	10	6	17 KB	    Download
dynamic	2M	6M	12K	5	-0.02	247K	-	3K	0.00	0.00	130	4	44 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	7 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	33 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	20 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	13 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	28 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	306 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	52 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	47 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	82 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	12 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	107 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	18 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	41 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	59 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	63 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	7 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	17 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	14 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	17 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	46 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	27 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	32 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	18 MB	    Download
dynamic	756K	14M	162K	36	-0.56	44M	58	2M	0.04	0.00	152	11	51 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	179 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	7 MB	    Download
dynamic	136	554	35	8	0.45	4K	32	304	0.43	0.50	17	8	2 KB	    Download
dynamic	73	258	35	7	0.53	2K	29	293	0.37	0.50	21	5	2 KB	    Download
dynamic	787	2K	40	4	0.54	8K	9	266	0.35	0.46	16	5	7 KB	    Download
dynamic	16	22	6	2	-0.15	18	1	4	0.40	0.33	4	3	1 KB	    Download
dynamic	45	134	20	5	0.16	491	10	56	0.52	0.40	8	5	1 KB	    Download
dynamic	15	45	15	6	0.20	243	16	45	0.69	0.68	9	6	1 KB	    Download
dynamic	35	104	20	5	0.21	543	15	78	0.55	0.52	9	6	1 KB	    Download
dynamic	24	29	5	2	0.03	19	-	3	0.29	0.33	4	3	1 KB	    Download
dynamic	11	18	6	3	0.32	27	2	7	0.48	0.53	5	3	1018 B	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	1 KB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	55 KB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	592 MB	    Download
dynamic	132K	841K	4K	12	-0.04	28M	212	108K	0.16	0.11	180	83	4 MB	    Download
dynamic	2M	33M	34K	28	0.03	6B	3K	7M	0.19	0.13	947	53	137 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	145 KB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	389 KB	    Download
dynamic	7K	107K	1K	30	-0.05	3M	354	56K	0.17	0.14	61	13	619 KB	    Download
dynamic	3M	12M	130K	7	-	65M	20	597K	0.08	0.00	124	19	56 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	361 MB	    Download
dynamic	35K	171K	5K	9	-0.23	13M	379	281K	0.89	0.11	163	21	1 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	22 MB	    Download
dynamic	-	-	-	-	-	-	-	-	-	-	-	-	20 MB	    Download
eco	69	911	81	26	-0.27	15K	211	882	0.58	0.48	21	9	15 KB	    Download
eco	128	2K	110	32	-0.12	26K	206	2K	0.34	0.31	24	8	33 KB	    Download
eco	128	2K	110	33	-0.12	27K	213	2K	0.34	0.32	25	8	16 KB	    Download
eco	128	2K	110	32	-0.12	26K	206	2K	0.34	0.31	24	8	16 KB	    Download
eco	97	1K	103	30	-0.16	25K	259	1K	0.50	0.43	24	10	23 KB	    Download
eco	54	353	48	13	-0.23	2K	36	216	0.41	0.33	11	6	5 KB	    Download
econ	497	50K	680	201	-0.27	9M	18K	78K	0.90	0.59	143	80	265 KB	    Download
econ	507	53K	761	209	-0.26	10M	19K	82K	0.88	0.59	145	81	266 KB	    Download
econ	507	44K	766	174	-0.32	7M	13K	67K	0.90	0.53	119	66	182 KB	    Download
econ	1K	8K	206	12	-0.06	11K	8	391	0.06	0.04	41	5	44 KB	    Download
econ	492	50K	679	201	-0.27	9M	18K	78K	0.91	0.59	142	80	261 KB	    Download
econ	492	50K	679	201	-0.27	9M	18K	78K	0.91	0.59	142	80	248 KB	    Download
econ	492	41K	647	165	-0.32	6M	12K	62K	0.94	0.53	113	65	165 KB	    Download
econ	3K	90K	2K	71	-0.25	9M	3K	81K	0.37	0.32	193	77	565 KB	    Download
econ	16K	17K	492	2	-0.18	3K	-	89	0.05	0.01	7	4	127 KB	    Download
econ	4K	4K	66	2	-0.29	692	-	8	0.05	0.02	6	4	33 KB	    Download
econ	3K	540K	5K	343	-0.15	171M	55K	947K	0.67	0.37	371	140	2 MB	    Download
econ	3K	540K	5K	343	-0.15	171M	55K	947K	0.67	0.37	371	140	4 MB	    Download
econ	3K	540K	5K	343	-0.15	171M	55K	947K	0.67	0.37	371	140	4 MB	    Download
econ	277	3K	110	19	0.04	111K	400	3K	0.31	0.65	44	26	20 KB	    Download
econ	260	3K	110	21	0.10	115K	443	3K	0.31	0.66	45	28	21 KB	    Download
econ	260	3K	110	21	0.10	115K	442	3K	0.32	0.66	45	28	21 KB	    Download
email	32K	54K	623	3	-0.38	147K	4	2K	0.11	0.03	23	11	168 KB	    Download
email	906	12K	462	26	-0.09	782K	863	14K	0.61	0.56	75	38	41 KB	    Download
email	2K	37K	6K	40	-0.15	25M	13K	2M	6.29	0.46	635	16	206 KB	    Download
email	34K	181K	1K	10	-0.12	2M	64	18K	0.51	0.09	44	17	496 KB	    Download
email	143	623	42	8	-0.02	3K	18	125	0.43	0.36	10	8	2 KB	    Download
email	1K	5K	71	9	0.08	16K	14	261	0.22	0.17	12	12	15 KB	    Download
graph500	174K	8M	51K	87	-0.26	987M	6K	8M	0.12	0.05	715	89	25 MB	    Download
graph500	335K	15M	83K	92	-0.17	2B	7K	16M	0.10	0.04	909	105	52 MB	    Download
graph500	646K	31M	134K	97	-	5B	8K	30M	0.08	0.04	1K	137	109 MB	    Download
graph500	1M	63M	215K	102	-0.66	11B	9K	58M	0.07	0.03	1K	173	228 MB	    Download
graph500	2M	128M	341K	107	0.42	25B	10K	110M	0.06	0.02	2K	193	477 MB	    Download
graph500	5M	259M	544K	112	-	55B	12K	209M	0.05	0.02	2K	226	992 MB	    Download
graph500	-	-	-	-	-	-	-	-	-	-	-	-	2 GB	    Download
graph500	-	-	-	-	-	-	-	-	-	-	-	-	4 GB	    Download
heter	767K	767K	384K	1	-	-	-	-	-	-	2	3	91 MB	    Download
heter	-	-	-	-	-	-	-	-	-	-	-	-	23 MB	    Download
heter	908K	5M	189K	10	-	-	-	-	-	-	11K	21	16 MB	    Download
heter	259K	496K	259K	3	0.96	2M	6	356K	0.99	0.00	7	6	4 MB	    Download
heter	283K	283K	280K	1	-	-	-	-	-	-	2	3	32 MB	    Download
heter	132K	841K	4K	12	-0.04	28M	212	108K	0.16	0.11	180	19	49 MB	    Download
heter	821K	10M	15K	23	0.03	1B	2K	4M	0.21	0.14	702	46	160 MB	    Download
heter	-	-	-	-	-	-	-	-	-	-	-	-	476 MB	    Download
heter	-	-	-	-	-	-	-	-	-	-	-	-	206 MB	    Download
heter	13M	161M	1M	25	-	1B	80	5M	0.06	0.00	375	16	600 MB	    Download
heter	28K	287K	12K	20	-0.12	15M	539	248K	10.43	0.05	641	3	2 MB	    Download
heter	70K	97K	70K	2	-	189K	2	41K	0.47	0.00	5	5	64 MB	    Download
heter	12M	12M	9M	1	-	-	-	-	-	-	2	3	2 GB	    Download
heter	595K	7M	811K	23	-	4B	7K	230M	241K	0.01	7K	842	11 MB	    Download
heter	100K	6M	206K	126	0.91	2B	15K	15M	1.67	0.01	1K	9	27 MB	    Download
ia	829	1K	25	3	-0.16	57	-	5	0.01	0.01	4	3	5 KB	    Download
ia	365K	890K	2K	4	-0.20	14K	-	747	0.00	0.00	12	6	2 MB	    Download
ia	906	12K	462	26	-0.09	782K	863	14K	0.61	0.56	75	38	41 KB	    Download
ia	265K	419K	8K	3	-0.20	2M	6	15K	0.09	0.01	57	13	1 MB	    Download
ia	32K	54K	623	3	-0.38	147K	4	2K	0.11	0.03	23	11	168 KB	    Download
ia	1K	5K	71	9	0.08	16K	14	261	0.22	0.17	12	12	15 KB	    Download
ia	87K	1M	39K	26	-0.04	822M	9K	30M	1.07	0.26	2K	21	4 MB	    Download
ia	34K	181K	1K	10	-0.12	2M	64	18K	0.51	0.09	44	17	496 KB	    Download
ia	143	623	42	8	-0.02	3K	18	125	0.43	0.36	10	8	2 KB	    Download
ia	10K	51K	616	10	-0.06	23K	2	3K	0.01	0.01	42	4	272 KB	    Download
ia	1K	6K	112	10	-0.08	7K	5	242	0.07	0.04	12	5	19 KB	    Download
ia	25K	194K	33K	15	-0.25	3M	127	316K	0.30	0.00	18K	27	972 KB	    Download
ia	75	32K	4K	864	0.09	47M	626K	4M	3.65	0.75	1K	72	108 KB	    Download
ia	75	32K	4K	864	0.09	47M	626K	4M	3.65	0.75	1K	72	92 KB	    Download
ia	410	3K	50	13	0.23	21K	52	280	0.46	0.44	18	9	8 KB	    Download
ia	113	2K	98	38	-0.12	51K	447	2K	0.53	0.50	29	15	6 KB	    Download
ia	-	-	-	-	-	-	-	-	-	-	-	-	160 MB	    Download
ia	-	-	-	-	-	-	-	-	-	-	-	-	136 MB	    Download
ia	242	126K	3K	1K	0.35	123M	507K	2M	1.04	0.75	867	25	481 KB	    Download
ia	242	126K	3K	1K	0.35	123M	507K	2M	1.04	0.75	867	25	397 KB	    Download
ia	167	83K	9K	992	0.15	153M	917K	8M	4.51	0.68	3K	143	384 KB	    Download
ia	7K	8K	261	2	-0.68	1K	-	52	0.02	0.00	6	5	16 KB	    Download
ia	18	75	16	8	-0.21	418	23	55	0.74	0.62	8	6	1 KB	    Download
ia	2M	5M	100K	4	-0.29	54M	22	360K	0.07	0.00	185	20	16 MB	    Download
ia	92K	361K	1K	7	-0.03	3M	27	18K	0.06	0.05	59	10	1 MB	    Download
ia	139K	740K	12K	10	-0.05	11M	82	197K	0.29	0.04	65	23	2 MB	    Download
ia	2M	9M	1M	8	1.00	1B	501	114M	1.40	0.00	18K	17	53 MB	    Download
ia	93K	549K	50K	11	0.95	65M	700	7M	0.55	0.02	2K	20	3 MB	    Download
ia	92	10K	1K	213	0.50	2M	19K	161K	1.04	0.46	738	111	29 KB	    Download
	-	-	-	-	-	-	-	-	-	-	-	-	236 B	    Download
inf	332	2K	139	12	-0.21	37K	110	1K	0.63	0.40	27	22	11 KB	    Download
inf	1K	1K	10	2	0.13	96	-	2	0.02	0.03	3	3	6 KB	    Download
inf	7M	7M	9	2	0.25	22K	-	5	0.00	0.00	4	3	32 MB	    Download
inf	3K	31K	473	20	0.05	853K	290	15K	0.40	0.25	56	20	80 KB	    Download
inf	5K	7K	19	2	0.00	2K	-	21	0.08	0.10	6	6	23 KB	    Download
inf	24M	29M	9	2	0.07	1M	-	8	0.02	0.03	4	3	113 MB	    Download
inf	2M	3M	12	2	0.12	361K	-	7	0.05	0.06	4	4	10 MB	    Download
inf	1M	2M	9	2	0.12	201K	-	8	0.05	0.06	4	3	5 MB	    Download
labeled	31K	65K	12	4	-0.40	1K	-	8	0.00	0.00	7	3	488 KB	    Download
labeled	804	46K	679	115	-0.65	4M	5K	38K	0.81	0.25	61	61	110 KB	    Download
labeled	11K	640K	7K	119	-0.60	44M	4K	369K	0.71	0.03	61	61	2 MB	    Download
labeled	7K	138K	64	42	1	6M	882	2K	0.97	0.98	65	33	933 KB	    Download
labeled	14K	31K	8	4	-0.43	36	-	4	0.00	0.00	5	3	265 KB	    Download
labeled	92K	437K	231	9	0.00	66K	-	106	0.00	0.00	23	4	2 MB	    Download
labeled	9K	45K	232	9	-0.01	66K	7	714	0.03	0.03	23	6	179 KB	    Download
labeled	9M	44M	250	9	0.00	70K	-	5	0.00	0.00	23	3	256 MB	    Download
labeled	84K	423K	28	10	0.03	2M	19	68	0.44	0.39	9	4	1 MB	    Download
labeled	12K	24K	10	4	0.71	55K	4	32	0.48	0.64	9	5	1 MB	    Download
labeled	372K	49M	2K	263	0.91	30B	80K	634K	0.85	0.95	953	239	67 MB	    Download
labeled	8K	203K	70	51	1	10M	1K	2K	0.98	0.98	71	36	1 MB	    Download
labeled	19K	41K	8	4	-0.48	360	-	4	0.00	0.00	5	4	349 KB	    Download
labeled	204K	765K	70	7	-0.21	5M	26	420	0.49	0.64	31	14	2 MB	    Download
labeled	335K	2M	38	10	0.39	7M	21	160	0.41	0.41	15	4	5 MB	    Download
labeled	841	2K	10	4	0.33	4K	4	18	0.47	0.47	5	5	8 KB	    Download
labeled	6K	14K	11	4	0.25	28K	4	20	0.46	0.44	5	5	59 KB	    Download
labeled	1K	3K	12	5	0.17	7K	5	19	0.48	0.45	5	5	13 KB	    Download
labeled	291	822	10	5	0.23	2K	7	18	0.52	0.49	5	5	3 KB	    Download
labeled	897	2K	10	4	0.33	4K	4	16	0.47	0.47	5	5	9 KB	    Download
labeled	903	2K	11	5	0.32	6K	6	21	0.50	0.47	5	5	9 KB	    Download
labeled	4K	10K	11	4	0.26	20K	4	20	0.46	0.45	5	5	42 KB	    Download
labeled	775	2K	13	5	0.43	4K	5	21	0.44	0.41	6	5	8 KB	    Download
labeled	725	3K	15	7	0.36	8K	10	29	0.47	0.43	6	6	9 KB	    Download
labeled	9K	222K	76	47	1	10M	1K	3K	0.98	0.98	77	39	1 MB	    Download
labeled	32K	67K	8	4	-0.52	-	-	-	-	-	5	4	578 KB	    Download
labeled	19K	75K	18	7	0.18	184K	9	52	0.34	0.34	9	4	491 KB	    Download
labeled	95	121	5	2	0.10	-	-	-	-	-	3	3	2 KB	    Download
labeled	90	127	9	2	0.16	33	-	2	0.11	0.10	3	3	2 KB	    Download
labeled	123	139	5	2	0.21	6	-	2	0.01	0.03	3	3	2 KB	    Download
labeled	125	141	5	2	0.29	6	-	2	0.01	0.03	3	3	2 KB	    Download
labeled	121	149	7	2	0.16	27	-	3	0.05	0.10	3	3	2 KB	    Download
labeled	88	133	8	3	0.07	9	-	2	0.02	0.03	4	3	2 KB	    Download
labeled	100K	499K	29	9	0.00	471	-	2	0.00	0.00	8	3	2 MB	    Download
labeled	100K	499K	29	9	0.00	471	-	2	0.00	0.00	8	3	2 MB	    Download
labeled	1000K	5M	27	10	0.00	513	-	2	0.00	0.00	8	3	26 MB	    Download
labeled	1000K	5M	27	10	0.00	513	-	2	0.00	0.00	8	3	26 MB	    Download
labeled	10K	209K	84	44	1	9M	997	3K	0.97	0.98	85	43	1 MB	    Download
labeled	56K	252K	20	8	0.22	447K	7	64	0.20	0.22	9	5	3 MB	    Download
labeled	73K	155K	8	4	-0.28	4K	-	4	0.01	0.01	5	4	13 MB	    Download
labeled	15K	25K	6	3	0.03	120	-	8	0.00	0.00	5	3	203 KB	    Download
labeled	20K	386K	540	39	0.49	19M	951	18K	0.83	0.80	117	18	553 KB	    Download
labeled	20K	396K	352	40	0.78	22M	1K	22K	0.85	0.86	149	14	558 KB	    Download
labeled	896K	4M	2K	8	-0.05	13K	-	78	0.00	0.00	24	3	17 MB	    Download
labeled	2K	8K	40	7	0.56	35K	15	424	0.32	0.44	21	10	24 KB	    Download
labeled	10K	20K	10	3	-0.06	19K	1	16	0.19	0.27	7	4	222 KB	    Download
labeled	10K	14K	8	2	-0.25	-	-	-	-	-	3	2	210 KB	    Download
labeled	10K	14K	8	2	-0.21	696	-	8	0.01	0.02	5	3	212 KB	    Download
labeled	44K	223K	46	10	-0.01	868K	19	156	0.43	0.36	11	4	594 KB	    Download
labeled	8K	40K	32	9	-0.02	154K	18	88	0.45	0.37	9	4	91 KB	    Download
labeled	9K	43K	32	9	-0.02	165K	18	96	0.45	0.37	9	4	95 KB	    Download
labeled	98K	203K	20	4	-0.42	3K	-	12	0.00	0.00	5	6	928 KB	    Download
labeled	129K	267K	8	4	-0.42	4K	-	4	0.00	0.00	5	4	871 KB	    Download
labeled	122K	266K	8	4	-0.24	2K	-	4	0.00	0.00	7	3	917 KB	    Download
